Datum,Energietraeger,Produktion_GWh
2025-07-01,Kernkraft,34.1
2025-07-01,Photovoltaik,42.2
2025-07-01,Speicherkraft,78.0
2025-07-01,Thermische,9.9
2025-07-01,Wind,0.2
2025-07-02,Flusskraft,79.8
2025-07-02,Kernkraft,30.7
2025-07-02,Photovoltaik,45.7
2025-07-02,Speicherkraft,75.1
2025-07-02,Thermische,9.9
2025-07-02,Wind,0.1
2025-07-03,Flusskraft,76.3
2025-07-03,Kernkraft,28.2
2025-07-03,Photovoltaik,39.3
2025-07-03,Speicherkraft,73.3
2025-07-03,Thermische,9.9
2025-07-03,Wind,0.1
2025-07-04,Flusskraft,73.8
2025-07-04,Kernkraft,28.4
2025-07-04,Photovoltaik,40.0
2025-07-04,Speicherkraft,60.9
2025-07-04,Thermische,9.9
2025-07-04,Wind,0.1
2025-07-05,Flusskraft,67.1
2025-07-05,Kernkraft,28.4
2025-07-05,Photovoltaik,46.0
2025-07-05,Speicherkraft,43.1
2025-07-05,Thermische,9.9
2025-07-05,Wind,0.1
2025-07-06,Flusskraft,62.5
2025-07-06,Kernkraft,28.6
2025-07-06,Photovoltaik,23.7
2025-07-06,Speicherkraft,54.6
2025-07-06,Thermische,9.9
2025-07-06,Wind,0.5
2025-07-07,Flusskraft,65.5
2025-07-07,Kernkraft,29.7
2025-07-07,Photovoltaik,21.9
2025-07-07,Speicherkraft,80.4
2025-07-07,Thermische,9.9
2025-07-07,Wind,1.0
2025-07-08,Flusskraft,64.7
2025-07-08,Kernkraft,37.8
2025-07-08,Photovoltaik,26.6
2025-07-08,Speicherkraft,45.1
2025-07-08,Thermische,9.9
2025-07-08,Wind,0.9
2025-07-09,Flusskraft,52.5
2025-07-09,Kernkraft,45.8
2025-07-09,Photovoltaik,44.1
2025-07-09,Speicherkraft,61.0
2025-07-09,Thermische,9.9
2025-07-09,Wind,0.3
2025-07-10,Flusskraft,47.0
2025-07-10,Kernkraft,45.8
2025-07-10,Photovoltaik,51.4
2025-07-10,Speicherkraft,68.4
2025-07-10,Thermische,9.9
2025-07-10,Wind,0.3
2025-07-11,Flusskraft,46.2
2025-07-11,Kernkraft,44.9
2025-07-11,Photovoltaik,47.8
2025-07-11,Speicherkraft,69.6
2025-07-11,Thermische,9.9
2025-07-11,Wind,0.3
2025-07-12,Flusskraft,43.2
2025-07-12,Kernkraft,43.4
2025-07-12,Photovoltaik,48.7
2025-07-12,Speicherkraft,51.4
2025-07-12,Thermische,9.9
2025-07-12,Wind,0.2
2025-07-13,Flusskraft,44.9
2025-07-13,Kernkraft,43.4
2025-07-13,Photovoltaik,40.0
2025-07-13,Speicherkraft,41.4
2025-07-13,Thermische,9.9
2025-07-13,Wind,0.3
2025-07-14,Flusskraft,56.7
2025-07-14,Kernkraft,43.8
2025-07-14,Photovoltaik,33.3
2025-07-14,Speicherkraft,56.7
2025-07-14,Thermische,9.9
2025-07-14,Wind,0.5
2025-07-15,Flusskraft,53.2
2025-07-15,Kernkraft,44.1
2025-07-15,Photovoltaik,30.3
2025-07-15,Speicherkraft,56.5
2025-07-15,Thermische,9.9
2025-07-15,Wind,0.4
2025-07-16,Flusskraft,49.9
2025-07-16,Kernkraft,44.2
2025-07-16,Photovoltaik,26.1
2025-07-16,Speicherkraft,57.7
2025-07-16,Thermische,9.9
2025-07-16,Wind,0.5
2025-07-17,Flusskraft,53.8
2025-07-17,Kernkraft,44.3
2025-07-17,Photovoltaik,44.4
2025-07-17,Speicherkraft,53.5
2025-07-17,Thermische,9.9
2025-07-17,Wind,0.4
2025-07-18,Flusskraft,55.1
2025-07-18,Kernkraft,32.6
2025-07-18,Photovoltaik,48.0
2025-07-18,Speicherkraft,64.8
2025-07-18,Thermische,9.9
2025-07-18,Wind,0.1
2025-07-19,Flusskraft,54.9
2025-07-19,Kernkraft,23.2
2025-07-19,Photovoltaik,28.6
2025-07-19,Speicherkraft,50.0
2025-07-19,Thermische,9.9
2025-07-19,Wind,0.4
2025-07-20,Flusskraft,58.0
2025-07-20,Kernkraft,23.3
2025-07-20,Photovoltaik,36.2
2025-07-20,Speicherkraft,49.3
2025-07-20,Thermische,9.9
2025-07-20,Wind,0.4
2025-07-21,Flusskraft,91.4
2025-07-21,Kernkraft,23.3
2025-07-21,Photovoltaik,29.9
2025-07-21,Speicherkraft,60.3
2025-07-21,Thermische,9.9
2025-07-21,Wind,0.7
2025-07-22,Flusskraft,66.6
2025-07-22,Kernkraft,17.3
2025-07-22,Photovoltaik,41.4
2025-07-22,Speicherkraft,55.0
2025-07-22,Thermische,9.9
2025-07-22,Wind,0.7
2025-07-23,Flusskraft,56.0
2025-07-23,Kernkraft,27.6
2025-07-23,Photovoltaik,38.9
2025-07-23,Speicherkraft,66.4
2025-07-23,Thermische,9.9
2025-07-23,Wind,0.1
2025-07-24,Flusskraft,64.1
2025-07-24,Kernkraft,39.1
2025-07-24,Photovoltaik,24.4
2025-07-24,Speicherkraft,87.1
2025-07-24,Thermische,9.9
2025-07-24,Wind,0.2
2025-07-25,Flusskraft,71.2
2025-07-25,Kernkraft,42.1
2025-07-25,Photovoltaik,29.0
2025-07-25,Speicherkraft,86.1
2025-07-25,Thermische,9.9
2025-07-25,Wind,0.1
2025-07-26,Flusskraft,67.8
2025-07-26,Kernkraft,44.1
2025-07-26,Photovoltaik,18.4
2025-07-26,Speicherkraft,64.1
2025-07-26,Thermische,9.9
2025-07-26,Wind,0.3
2025-07-27,Flusskraft,74.0
2025-07-27,Kernkraft,44.3
2025-07-27,Photovoltaik,25.2
2025-07-27,Speicherkraft,41.8
2025-07-27,Thermische,9.9
2025-07-27,Wind,0.4
2025-07-28,Flusskraft,84.6
2025-07-28,Kernkraft,44.4
2025-07-28,Photovoltaik,14.3
2025-07-28,Speicherkraft,41.9
2025-07-28,Thermische,9.9
2025-07-28,Wind,0.8
2025-07-29,Flusskraft,74.2
2025-07-29,Kernkraft,44.4
2025-07-29,Photovoltaik,34.9
2025-07-29,Speicherkraft,44.3
2025-07-29,Thermische,9.9
2025-07-29,Wind,0.3
2025-07-30,Flusskraft,63.1
2025-07-30,Kernkraft,44.4
2025-07-30,Photovoltaik,29.0
2025-07-30,Speicherkraft,69.8
2025-07-30,Thermische,9.9
2025-07-30,Wind,0.1
2025-07-31,Flusskraft,59.5
2025-07-31,Kernkraft,44.3
2025-07-31,Photovoltaik,31.0
2025-07-31,Speicherkraft,72.5
2025-07-31,Thermische,9.9
2025-07-31,Wind,0.2
2025-08-01,Flusskraft,55.2
2025-08-01,Kernkraft,40.0
2025-08-01,Photovoltaik,34.1
2025-08-01,Speicherkraft,73.9
2025-08-01,Thermische,9.1
2025-08-01,Wind,0.4
2025-08-02,Flusskraft,62.0
2025-08-02,Kernkraft,37.4
2025-08-02,Photovoltaik,21.9
2025-08-02,Speicherkraft,33.1
2025-08-02,Thermische,9.1
2025-08-02,Wind,0.4
2025-08-03,Flusskraft,55.1
2025-08-03,Kernkraft,37.5
2025-08-03,Photovoltaik,33.4
2025-08-03,Speicherkraft,32.0
2025-08-03,Thermische,9.1
2025-08-03,Wind,0.2
2025-08-04,Flusskraft,51.4
2025-08-04,Kernkraft,37.4
2025-08-04,Photovoltaik,34.7
2025-08-04,Speicherkraft,50.0
2025-08-04,Thermische,9.1
2025-08-04,Wind,0.1
2025-08-05,Flusskraft,52.9
2025-08-05,Kernkraft,37.2
2025-08-05,Photovoltaik,34.7
2025-08-05,Speicherkraft,42.1
2025-08-05,Thermische,9.1
2025-08-05,Wind,0.4
2025-08-06,Flusskraft,54.6
2025-08-06,Kernkraft,37.4
2025-08-06,Photovoltaik,39.6
2025-08-06,Speicherkraft,57.5
2025-08-06,Thermische,9.1
2025-08-06,Wind,0.4
2025-08-07,Flusskraft,54.2
2025-08-07,Kernkraft,37.3
2025-08-07,Photovoltaik,45.2
2025-08-07,Speicherkraft,68.8
2025-08-07,Thermische,9.1
2025-08-07,Wind,0.2
2025-08-08,Flusskraft,58.1
2025-08-08,Kernkraft,37.1
2025-08-08,Photovoltaik,44.8
2025-08-08,Speicherkraft,67.0
2025-08-08,Thermische,9.1
2025-08-08,Wind,0.2
2025-08-09,Flusskraft,58.2
2025-08-09,Kernkraft,37.1
2025-08-09,Photovoltaik,43.5
2025-08-09,Speicherkraft,40.5
2025-08-09,Thermische,9.1
2025-08-09,Wind,0.2
2025-08-10,Flusskraft,60.6
2025-08-10,Kernkraft,36.9
2025-08-10,Photovoltaik,43.7
2025-08-10,Speicherkraft,34.9
2025-08-10,Thermische,9.1
2025-08-10,Wind,0.2
2025-08-11,Flusskraft,67.5
2025-08-11,Kernkraft,36.8
2025-08-11,Photovoltaik,43.4
2025-08-11,Speicherkraft,51.8
2025-08-11,Thermische,9.1
2025-08-11,Wind,0.4
2025-08-12,Flusskraft,68.3
2025-08-12,Kernkraft,36.8
2025-08-12,Photovoltaik,41.7
2025-08-12,Speicherkraft,48.4
2025-08-12,Thermische,9.1
2025-08-12,Wind,0.2
2025-08-13,Flusskraft,64.2
2025-08-13,Kernkraft,36.8
2025-08-13,Photovoltaik,40.1
2025-08-13,Speicherkraft,57.3
2025-08-13,Thermische,9.1
2025-08-13,Wind,0.1
2025-08-14,Flusskraft,61.6
2025-08-14,Kernkraft,36.6
2025-08-14,Photovoltaik,40.4
2025-08-14,Speicherkraft,56.1
2025-08-14,Thermische,9.1
2025-08-14,Wind,0.3
2025-08-15,Flusskraft,58.0
2025-08-15,Kernkraft,36.2
2025-08-15,Photovoltaik,37.0
2025-08-15,Speicherkraft,45.5
2025-08-15,Thermische,9.1
2025-08-15,Wind,0.2
2025-08-16,Flusskraft,56.8
2025-08-16,Kernkraft,35.4
2025-08-16,Photovoltaik,33.8
2025-08-16,Speicherkraft,34.4
2025-08-16,Thermische,9.1
2025-08-16,Wind,0.2
2025-08-17,Flusskraft,57.7
2025-08-17,Kernkraft,35.4
2025-08-17,Photovoltaik,36.3
2025-08-17,Speicherkraft,34.4
2025-08-17,Thermische,9.1
2025-08-17,Wind,0.2
2025-08-18,Flusskraft,55.4
2025-08-18,Kernkraft,35.5
2025-08-18,Photovoltaik,42.3
2025-08-18,Speicherkraft,59.6
2025-08-18,Thermische,9.1
2025-08-18,Wind,0.3
2025-08-19,Flusskraft,55.1
2025-08-19,Kernkraft,35.5
2025-08-19,Photovoltaik,34.8
2025-08-19,Speicherkraft,61.9
2025-08-19,Thermische,9.1
2025-08-19,Wind,0.2
2025-08-20,Flusskraft,61.5
2025-08-20,Kernkraft,37.0
2025-08-20,Photovoltaik,15.5
2025-08-20,Speicherkraft,68.3
2025-08-20,Thermische,9.1
2025-08-20,Wind,0.1
2025-08-21,Flusskraft,72.4
2025-08-21,Kernkraft,37.0
2025-08-21,Photovoltaik,12.3
2025-08-21,Speicherkraft,51.0
2025-08-21,Thermische,9.1
2025-08-21,Wind,0.3
2025-08-22,Flusskraft,70.2
2025-08-22,Kernkraft,37.1
2025-08-22,Photovoltaik,33.0
2025-08-22,Speicherkraft,55.5
2025-08-22,Thermische,9.1
2025-08-22,Wind,0.3
2025-08-23,Flusskraft,54.5
2025-08-23,Kernkraft,37.4
2025-08-23,Photovoltaik,31.5
2025-08-23,Speicherkraft,43.4
2025-08-23,Thermische,9.1
2025-08-23,Wind,0.2
2025-08-24,Flusskraft,48.3
2025-08-24,Kernkraft,37.4
2025-08-24,Photovoltaik,40.2
2025-08-24,Speicherkraft,39.0
2025-08-24,Thermische,9.1
2025-08-24,Wind,0.2
2025-08-25,Flusskraft,49.3
2025-08-25,Kernkraft,37.3
2025-08-25,Photovoltaik,40.8
2025-08-25,Speicherkraft,66.5
2025-08-25,Thermische,9.1
2025-08-25,Wind,0.1
2025-08-26,Flusskraft,50.1
2025-08-26,Kernkraft,37.2
2025-08-26,Photovoltaik,38.4
2025-08-26,Speicherkraft,77.9
2025-08-26,Thermische,9.1
2025-08-26,Wind,0.3
2025-08-27,Flusskraft,57.5
2025-08-27,Kernkraft,37.0
2025-08-27,Photovoltaik,24.8
2025-08-27,Speicherkraft,77.2
2025-08-27,Thermische,9.1
2025-08-27,Wind,0.4
2025-08-28,Flusskraft,84.0
2025-08-28,Kernkraft,37.1
2025-08-28,Photovoltaik,10.5
2025-08-28,Speicherkraft,64.1
2025-08-28,Thermische,9.1
2025-08-28,Wind,0.3
2025-08-29,Flusskraft,83.5
2025-08-29,Kernkraft,37.3
2025-08-29,Photovoltaik,30.7
2025-08-29,Speicherkraft,61.7
2025-08-29,Thermische,9.1
2025-08-29,Wind,0.5
2025-08-30,Flusskraft,74.2
2025-08-30,Kernkraft,37.4
2025-08-30,Photovoltaik,27.5
2025-08-30,Speicherkraft,47.6
2025-08-30,Thermische,9.1
2025-08-30,Wind,0.4
2025-08-31,Flusskraft,53.6
2025-08-31,Kernkraft,37.4
2025-08-31,Photovoltaik,39.5
2025-08-31,Speicherkraft,50.6
2025-08-31,Thermische,9.1
2025-08-31,Wind,0.3
2025-09-01,Flusskraft,59.6
2025-09-01,Kernkraft,37.4
2025-09-01,Photovoltaik,15.7
2025-09-01,Speicherkraft,86.0
2025-09-01,Thermische,8.8
2025-09-01,Wind,0.3
2025-09-02,Flusskraft,64.3
2025-09-02,Kernkraft,37.4
2025-09-02,Photovoltaik,27.7
2025-09-02,Speicherkraft,76.4
2025-09-02,Thermische,8.8
2025-09-02,Wind,0.3
2025-09-03,Flusskraft,53.7
2025-09-03,Kernkraft,37.4
2025-09-03,Photovoltaik,34.8
2025-09-03,Speicherkraft,60.6
2025-09-03,Thermische,8.8
2025-09-03,Wind,0.5
2025-09-04,Flusskraft,55.5
2025-09-04,Kernkraft,37.3
2025-09-04,Photovoltaik,20.2
2025-09-04,Speicherkraft,84.2
2025-09-04,Thermische,8.8
2025-09-04,Wind,0.5
2025-09-05,Flusskraft,73.2
2025-09-05,Kernkraft,37.4
2025-09-05,Photovoltaik,26.2
2025-09-05,Speicherkraft,72.5
2025-09-05,Thermische,8.8
2025-09-05,Wind,0.4
2025-09-06,Flusskraft,59.1
2025-09-06,Kernkraft,37.2
2025-09-06,Photovoltaik,38.6
2025-09-06,Speicherkraft,49.5
2025-09-06,Thermische,8.8
2025-09-06,Wind,0.4
2025-09-07,Flusskraft,48.5
2025-09-07,Kernkraft,37.4
2025-09-07,Photovoltaik,36.6
2025-09-07,Speicherkraft,30.6
2025-09-07,Thermische,8.8
2025-09-07,Wind,0.3
2025-09-08,Flusskraft,51.0
2025-09-08,Kernkraft,37.5
2025-09-08,Photovoltaik,15.1
2025-09-08,Speicherkraft,96.4
2025-09-08,Thermische,8.8
2025-09-08,Wind,0.2
2025-09-09,Flusskraft,58.3
2025-09-09,Kernkraft,37.4
2025-09-09,Photovoltaik,21.8
2025-09-09,Speicherkraft,106.3
2025-09-09,Thermische,8.8
2025-09-09,Wind,0.2
2025-09-10,Flusskraft,58.6
2025-09-10,Kernkraft,37.5
2025-09-10,Photovoltaik,21.6
2025-09-10,Speicherkraft,99.1
2025-09-10,Thermische,8.8
2025-09-10,Wind,0.1
2025-09-11,Flusskraft,49.9
2025-09-11,Kernkraft,37.5
2025-09-11,Photovoltaik,23.6
2025-09-11,Speicherkraft,65.6
2025-09-11,Thermische,8.8
2025-09-11,Wind,0.8
2025-09-12,Flusskraft,47.3
2025-09-12,Kernkraft,37.5
2025-09-12,Photovoltaik,20.8
2025-09-12,Speicherkraft,71.1
2025-09-12,Thermische,8.8
2025-09-12,Wind,0.5
2025-09-13,Flusskraft,49.2
2025-09-13,Kernkraft,37.5
2025-09-13,Photovoltaik,24.0
2025-09-13,Speicherkraft,35.0
2025-09-13,Thermische,8.8
2025-09-13,Wind,0.5
2025-09-14,Flusskraft,50.3
2025-09-14,Kernkraft,37.5
2025-09-14,Photovoltaik,28.6
2025-09-14,Speicherkraft,41.0
2025-09-14,Thermische,8.8
2025-09-14,Wind,0.7
2025-09-15,Flusskraft,45.8
2025-09-15,Kernkraft,37.5
2025-09-15,Photovoltaik,33.2
2025-09-15,Speicherkraft,42.3
2025-09-15,Thermische,8.8
2025-09-15,Wind,1.0
2025-09-16,Flusskraft,45.9
2025-09-16,Kernkraft,37.4
2025-09-16,Photovoltaik,25.8
2025-09-16,Speicherkraft,49.9
2025-09-16,Thermische,8.8
2025-09-16,Wind,0.7
2025-09-17,Flusskraft,44.0
2025-09-17,Kernkraft,37.5
2025-09-17,Photovoltaik,31.6
2025-09-17,Speicherkraft,62.6
2025-09-17,Thermische,8.8
2025-09-17,Wind,0.1
2025-09-18,Flusskraft,44.7
2025-09-18,Kernkraft,35.1
2025-09-18,Photovoltaik,34.8
2025-09-18,Speicherkraft,60.2
2025-09-18,Thermische,8.8
2025-09-18,Wind,0.1
2025-09-19,Flusskraft,46.7
2025-09-19,Kernkraft,31.0
2025-09-19,Photovoltaik,34.3
2025-09-19,Speicherkraft,69.1
2025-09-19,Thermische,8.8
2025-09-19,Wind,0.3
2025-09-20,Flusskraft,41.6
2025-09-20,Kernkraft,37.3
2025-09-20,Photovoltaik,33.0
2025-09-20,Speicherkraft,38.3
2025-09-20,Thermische,8.8
2025-09-20,Wind,0.4
2025-09-21,Flusskraft,48.2
2025-09-21,Kernkraft,37.2
2025-09-21,Photovoltaik,18.6
2025-09-21,Speicherkraft,34.5
2025-09-21,Thermische,8.8
2025-09-21,Wind,0.4
2025-09-22,Flusskraft,95.1
2025-09-22,Kernkraft,37.6
2025-09-22,Photovoltaik,9.3
2025-09-22,Speicherkraft,56.1
2025-09-22,Thermische,8.8
2025-09-22,Wind,0.2
2025-09-23,Flusskraft,88.5
2025-09-23,Kernkraft,37.8
2025-09-23,Photovoltaik,7.4
2025-09-23,Speicherkraft,70.1
2025-09-23,Thermische,8.8
2025-09-23,Wind,0.2
2025-09-24,Flusskraft,73.4
2025-09-24,Kernkraft,37.8
2025-09-24,Photovoltaik,9.3
2025-09-24,Speicherkraft,74.1
2025-09-24,Thermische,8.8
2025-09-24,Wind,0.1
2025-09-25,Flusskraft,57.4
2025-09-25,Kernkraft,37.8
2025-09-25,Photovoltaik,16.0
2025-09-25,Speicherkraft,79.5
2025-09-25,Thermische,8.8
2025-09-25,Wind,0.1
2025-09-26,Flusskraft,52.5
2025-09-26,Kernkraft,37.8
2025-09-26,Photovoltaik,10.4
2025-09-26,Speicherkraft,89.2
2025-09-26,Thermische,8.8
2025-09-26,Wind,0.1
2025-09-27,Flusskraft,61.0
2025-09-27,Kernkraft,37.8
2025-09-27,Photovoltaik,17.7
2025-09-27,Speicherkraft,50.1
2025-09-27,Thermische,8.8
2025-09-27,Wind,0.1
2025-09-28,Flusskraft,51.6
2025-09-28,Kernkraft,37.8
2025-09-28,Photovoltaik,22.9
2025-09-28,Speicherkraft,50.5
2025-09-28,Thermische,8.8
2025-09-28,Wind,0.2
2025-09-29,Flusskraft,48.3
2025-09-29,Kernkraft,37.7
2025-09-29,Photovoltaik,24.0
2025-09-29,Speicherkraft,74.8
2025-09-29,Thermische,8.8
2025-09-29,Wind,0.1
2025-09-30,Flusskraft,45.8
2025-09-30,Kernkraft,37.7
2025-09-30,Photovoltaik,17.6
2025-09-30,Speicherkraft,82.3
2025-09-30,Thermische,8.8
2025-09-30,Wind,0.1
2025-10-01,Flusskraft,43.8
2025-10-01,Kernkraft,37.8
2025-10-01,Photovoltaik,24.6
2025-10-01,Speicherkraft,71.8
2025-10-01,Thermische,9.7
2025-10-01,Wind,0.3
2025-10-02,Flusskraft,38.4
2025-10-02,Kernkraft,37.9
2025-10-02,Photovoltaik,28.6
2025-10-02,Speicherkraft,58.7
2025-10-02,Thermische,9.7
2025-10-02,Wind,0.6
2025-10-03,Flusskraft,36.1
2025-10-03,Kernkraft,37.9
2025-10-03,Photovoltaik,16.5
2025-10-03,Speicherkraft,58.1
2025-10-03,Thermische,9.7
2025-10-03,Wind,0.2
2025-10-04,Flusskraft,35.9
2025-10-04,Kernkraft,39.2
2025-10-04,Photovoltaik,15.2
2025-10-04,Speicherkraft,34.4
2025-10-04,Thermische,9.7
2025-10-04,Wind,1.3
2025-10-05,Flusskraft,37.5
2025-10-05,Kernkraft,45.6
2025-10-05,Photovoltaik,18.4
2025-10-05,Speicherkraft,32.7
2025-10-05,Thermische,9.7
2025-10-05,Wind,1.0
2025-10-06,Flusskraft,38.8
2025-10-06,Kernkraft,45.7
2025-10-06,Photovoltaik,18.8
2025-10-06,Speicherkraft,81.4
2025-10-06,Thermische,9.7
2025-10-06,Wind,0.5
2025-10-07,Flusskraft,39.5
2025-10-07,Kernkraft,46.3
2025-10-07,Photovoltaik,27.7
2025-10-07,Speicherkraft,80.6
2025-10-07,Thermische,9.7
2025-10-07,Wind,0.3
2025-10-08,Flusskraft,37.8
2025-10-08,Kernkraft,46.4
2025-10-08,Photovoltaik,18.7
2025-10-08,Speicherkraft,76.9
2025-10-08,Thermische,9.7
2025-10-08,Wind,0.1
2025-10-09,Flusskraft,39.0
2025-10-09,Kernkraft,46.3
2025-10-09,Photovoltaik,10.9
2025-10-09,Speicherkraft,78.6
2025-10-09,Thermische,9.7
2025-10-09,Wind,0.1
2025-10-10,Flusskraft,36.3
2025-10-10,Kernkraft,46.4
2025-10-10,Photovoltaik,18.8
2025-10-10,Speicherkraft,62.8
2025-10-10,Thermische,9.7
2025-10-10,Wind,0.5
2025-10-11,Flusskraft,33.0
2025-10-11,Kernkraft,46.4
2025-10-11,Photovoltaik,13.8
2025-10-11,Speicherkraft,34.9
2025-10-11,Thermische,9.7
2025-10-11,Wind,0.8
2025-10-12,Flusskraft,31.5
2025-10-12,Kernkraft,46.5
2025-10-12,Photovoltaik,13.7
2025-10-12,Speicherkraft,34.3
2025-10-12,Thermische,9.7
2025-10-12,Wind,0.3
2025-10-13,Flusskraft,37.5
2025-10-13,Kernkraft,46.5
2025-10-13,Photovoltaik,12.2
2025-10-13,Speicherkraft,91.7
2025-10-13,Thermische,9.7
2025-10-13,Wind,0.7
2025-10-14,Flusskraft,40.4
2025-10-14,Kernkraft,46.5
2025-10-14,Photovoltaik,10.0
2025-10-14,Speicherkraft,88.8
2025-10-14,Thermische,9.7
2025-10-14,Wind,0.5
2025-10-15,Flusskraft,38.3
2025-10-15,Kernkraft,46.5
2025-10-15,Photovoltaik,14.7
2025-10-15,Speicherkraft,75.8
2025-10-15,Thermische,9.7
2025-10-15,Wind,0.6
2025-10-16,Flusskraft,36.3
2025-10-16,Kernkraft,46.6
2025-10-16,Photovoltaik,13.8
2025-10-16,Speicherkraft,73.5
2025-10-16,Thermische,9.7
2025-10-16,Wind,0.5
2025-10-17,Flusskraft,35.2
2025-10-17,Kernkraft,46.6
2025-10-17,Photovoltaik,11.9
2025-10-17,Speicherkraft,69.0
2025-10-17,Thermische,9.7
2025-10-17,Wind,0.4
2025-10-18,Flusskraft,30.3
2025-10-18,Kernkraft,46.7
2025-10-18,Photovoltaik,21.5
2025-10-18,Speicherkraft,32.4
2025-10-18,Thermische,9.7
2025-10-18,Wind,0.3
2025-10-19,Flusskraft,28.2
2025-10-19,Kernkraft,45.1
2025-10-19,Photovoltaik,15.4
2025-10-19,Speicherkraft,29.1
2025-10-19,Thermische,9.7
2025-10-19,Wind,0.9
2025-10-20,Flusskraft,31.4
2025-10-20,Kernkraft,46.5
2025-10-20,Photovoltaik,6.5
2025-10-20,Speicherkraft,68.9
2025-10-20,Thermische,9.7
2025-10-20,Wind,1.2
2025-10-21,Flusskraft,33.2
2025-10-21,Kernkraft,46.5
2025-10-21,Photovoltaik,14.7
2025-10-21,Speicherkraft,60.9
2025-10-21,Thermische,9.7
2025-10-21,Wind,1.0
2025-10-22,Flusskraft,35.8
2025-10-22,Kernkraft,46.3
2025-10-22,Photovoltaik,10.2
2025-10-22,Speicherkraft,80.0
2025-10-22,Thermische,9.7
2025-10-22,Wind,1.1
2025-10-23,Flusskraft,42.8
2025-10-23,Kernkraft,46.3
2025-10-23,Photovoltaik,6.0
2025-10-23,Speicherkraft,63.3
2025-10-23,Thermische,9.7
2025-10-23,Wind,1.5
2025-10-24,Flusskraft,39.1
2025-10-24,Kernkraft,46.6
2025-10-24,Photovoltaik,17.6
2025-10-24,Speicherkraft,45.1
2025-10-24,Thermische,9.7
2025-10-24,Wind,1.1
2025-10-25,Flusskraft,37.5
2025-10-25,Kernkraft,46.6
2025-10-25,Photovoltaik,5.3
2025-10-25,Speicherkraft,30.1
2025-10-25,Thermische,9.7
2025-10-25,Wind,1.0
2025-10-26,Flusskraft,42.5
2025-10-26,Kernkraft,46.6
2025-10-26,Photovoltaik,11.9
2025-10-26,Speicherkraft,17.5
2025-10-26,Thermische,9.7
2025-10-26,Wind,1.0
2025-10-27,Flusskraft,44.1
2025-10-27,Kernkraft,46.6
2025-10-27,Photovoltaik,3.5
2025-10-27,Speicherkraft,54.2
2025-10-27,Thermische,9.7
2025-10-27,Wind,1.3
2025-10-28,Flusskraft,46.2
2025-10-28,Kernkraft,46.6
2025-10-28,Photovoltaik,18.6
2025-10-28,Speicherkraft,45.9
2025-10-28,Thermische,9.7
2025-10-28,Wind,0.7
2025-10-29,Flusskraft,44.1
2025-10-29,Kernkraft,46.6
2025-10-29,Photovoltaik,16.1
2025-10-29,Speicherkraft,54.3
2025-10-29,Thermische,9.7
2025-10-29,Wind,1.0
2025-10-30,Flusskraft,50.6
2025-10-30,Kernkraft,46.5
2025-10-30,Photovoltaik,10.4
2025-10-30,Speicherkraft,44.7
2025-10-30,Thermische,9.7
2025-10-30,Wind,0.4
2025-10-31,Flusskraft,45.2
2025-10-31,Kernkraft,46.6
2025-10-31,Photovoltaik,14.4
2025-10-31,Speicherkraft,58.0
2025-10-31,Thermische,9.7
2025-10-31,Wind,0.5
2025-11-01,Flusskraft,39.9
2025-11-01,Kernkraft,46.6
2025-11-01,Photovoltaik,8.5
2025-11-01,Speicherkraft,25.6
2025-11-01,Thermische,10.3
2025-11-01,Wind,1.0
2025-11-02,Flusskraft,57.5
2025-11-02,Kernkraft,46.6
2025-11-02,Photovoltaik,2.7
2025-11-02,Speicherkraft,30.1
2025-11-02,Thermische,10.3
2025-11-02,Wind,0.6
2025-11-03,Flusskraft,50.9
2025-11-03,Kernkraft,46.8
2025-11-03,Photovoltaik,17.4
2025-11-03,Speicherkraft,36.0
2025-11-03,Thermische,10.3
2025-11-03,Wind,0.2
2025-11-04,Flusskraft,43.1
2025-11-04,Kernkraft,46.8
2025-11-04,Photovoltaik,18.6
2025-11-04,Speicherkraft,49.2
2025-11-04,Thermische,10.3
2025-11-04,Wind,0.3
2025-11-05,Flusskraft,40.6
2025-11-05,Kernkraft,46.8
2025-11-05,Photovoltaik,17.6
2025-11-05,Speicherkraft,50.0
2025-11-05,Thermische,10.3
2025-11-05,Wind,0.3
2025-11-06,Flusskraft,39.5
2025-11-06,Kernkraft,46.8
2025-11-06,Photovoltaik,13.8
2025-11-06,Speicherkraft,59.8
2025-11-06,Thermische,10.3
2025-11-06,Wind,0.2
2025-11-07,Flusskraft,37.7
2025-11-07,Kernkraft,46.8
2025-11-07,Photovoltaik,10.9
2025-11-07,Speicherkraft,71.4
2025-11-07,Thermische,10.3
2025-11-07,Wind,0.1
2025-11-08,Flusskraft,33.9
2025-11-08,Kernkraft,46.8
2025-11-08,Photovoltaik,11.2
2025-11-08,Speicherkraft,51.1
2025-11-08,Thermische,10.3
2025-11-08,Wind,0.1
2025-11-09,Flusskraft,31.1
2025-11-09,Kernkraft,46.8
2025-11-09,Photovoltaik,8.5
2025-11-09,Speicherkraft,28.1
2025-11-09,Thermische,10.3
2025-11-09,Wind,0.1
2025-11-10,Flusskraft,32.6
2025-11-10,Kernkraft,46.8
2025-11-10,Photovoltaik,9.9
2025-11-10,Speicherkraft,66.8
2025-11-10,Thermische,10.3
2025-11-10,Wind,0.3
2025-11-11,Flusskraft,32.9
