Datum,Energietraeger,Produktion_GWh
2017-01-19,Speicherkraft,124.8
2017-01-19,Thermische,11.7
2017-01-19,Wind,0.2
2017-01-20,Flusskraft,23.0
2017-01-20,Kernkraft,41.8
2017-01-20,Photovoltaik,2.7
2017-01-20,Speicherkraft,118.5
2017-01-20,Thermische,11.7
2017-01-20,Wind,0.2
2017-01-21,Flusskraft,21.0
2017-01-21,Kernkraft,41.8
2017-01-21,Photovoltaik,2.8
2017-01-21,Speicherkraft,68.1
2017-01-21,Thermische,11.7
2017-01-21,Wind,0.2
2017-01-22,Flusskraft,17.8
2017-01-22,Kernkraft,41.8
2017-01-22,Photovoltaik,2.9
2017-01-22,Speicherkraft,52.6
2017-01-22,Thermische,11.7
2017-01-22,Wind,0.3
2017-01-23,Flusskraft,21.3
2017-01-23,Kernkraft,41.8
2017-01-23,Photovoltaik,2.7
2017-01-23,Speicherkraft,107.7
2017-01-23,Thermische,11.7
2017-01-23,Wind,0.2
2017-01-24,Flusskraft,23.7
2017-01-24,Kernkraft,41.7
2017-01-24,Photovoltaik,2.8
2017-01-24,Speicherkraft,116.9
2017-01-24,Thermische,11.7
2017-01-24,Wind,0.3
2017-01-25,Flusskraft,23.5
2017-01-25,Kernkraft,41.7
2017-01-25,Photovoltaik,3.0
2017-01-25,Speicherkraft,116.8
2017-01-25,Thermische,11.7
2017-01-25,Wind,0.2
2017-01-26,Flusskraft,22.7
2017-01-26,Kernkraft,41.7
2017-01-26,Photovoltaik,3.1
2017-01-26,Speicherkraft,108.7
2017-01-26,Thermische,11.7
2017-01-26,Wind,0.3
2017-01-27,Flusskraft,20.7
2017-01-27,Kernkraft,41.7
2017-01-27,Photovoltaik,2.4
2017-01-27,Speicherkraft,87.6
2017-01-27,Thermische,11.7
2017-01-27,Wind,0.4
2017-01-28,Flusskraft,14.7
2017-01-28,Kernkraft,41.7
2017-01-28,Photovoltaik,2.2
2017-01-28,Speicherkraft,30.6
2017-01-28,Thermische,11.7
2017-01-28,Wind,0.3
2017-01-29,Flusskraft,13.2
2017-01-29,Kernkraft,41.7
2017-01-29,Photovoltaik,2.8
2017-01-29,Speicherkraft,25.1
2017-01-29,Thermische,11.7
2017-01-29,Wind,0.2
2017-01-30,Flusskraft,16.4
2017-01-30,Kernkraft,41.7
2017-01-30,Photovoltaik,1.0
2017-01-30,Speicherkraft,56.6
2017-01-30,Thermische,11.7
2017-01-30,Wind,0.6
2017-01-31,Flusskraft,22.2
2017-01-31,Kernkraft,41.7
2017-01-31,Photovoltaik,0.6
2017-01-31,Speicherkraft,94.3
2017-01-31,Thermische,11.7
2017-01-31,Wind,0.5
2017-02-01,Flusskraft,31.0
2017-02-01,Kernkraft,41.2
2017-02-01,Photovoltaik,2.0
2017-02-01,Speicherkraft,35.0
2017-02-01,Thermische,13.4
2017-02-01,Wind,0.2
2017-02-02,Flusskraft,26.0
2017-02-02,Kernkraft,41.3
2017-02-02,Photovoltaik,2.2
2017-02-02,Speicherkraft,38.5
2017-02-02,Thermische,13.4
2017-02-02,Wind,0.4
2017-02-03,Flusskraft,24.3
2017-02-03,Kernkraft,41.3
2017-02-03,Photovoltaik,2.1
2017-02-03,Speicherkraft,32.1
2017-02-03,Thermische,13.4
2017-02-03,Wind,0.5
2017-02-04,Flusskraft,22.3
2017-02-04,Kernkraft,41.4
2017-02-04,Photovoltaik,1.5
2017-02-04,Speicherkraft,24.1
2017-02-04,Thermische,13.4
2017-02-04,Wind,0.7
2017-02-05,Flusskraft,21.5
2017-02-05,Kernkraft,41.4
2017-02-05,Photovoltaik,0.9
2017-02-05,Speicherkraft,22.6
2017-02-05,Thermische,13.4
2017-02-05,Wind,0.3
2017-02-06,Flusskraft,22.6
2017-02-06,Kernkraft,41.4
2017-02-06,Photovoltaik,1.7
2017-02-06,Speicherkraft,36.5
2017-02-06,Thermische,13.4
2017-02-06,Wind,0.3
2017-02-07,Flusskraft,22.6
2017-02-07,Kernkraft,41.4
2017-02-07,Photovoltaik,1.7
2017-02-07,Speicherkraft,32.4
2017-02-07,Thermische,13.4
2017-02-07,Wind,0.1
2017-02-08,Flusskraft,25.3
2017-02-08,Kernkraft,41.4
2017-02-08,Photovoltaik,1.3
2017-02-08,Speicherkraft,50.8
2017-02-08,Thermische,13.4
2017-02-08,Wind,0.3
2017-02-09,Flusskraft,27.5
2017-02-09,Kernkraft,41.4
2017-02-09,Photovoltaik,2.2
2017-02-09,Speicherkraft,63.9
2017-02-09,Thermische,13.4
2017-02-09,Wind,0.3
2017-02-10,Flusskraft,27.9
2017-02-10,Kernkraft,41.4
2017-02-10,Photovoltaik,2.5
2017-02-10,Speicherkraft,61.1
2017-02-10,Thermische,13.4
2017-02-10,Wind,0.3
2017-02-11,Flusskraft,24.0
2017-02-11,Kernkraft,41.4
2017-02-11,Photovoltaik,3.0
2017-02-11,Speicherkraft,36.4
2017-02-11,Thermische,13.4
2017-02-11,Wind,0.4
2017-02-12,Flusskraft,20.4
2017-02-12,Kernkraft,41.4
2017-02-12,Photovoltaik,2.7
2017-02-12,Speicherkraft,20.3
2017-02-12,Thermische,13.4
2017-02-12,Wind,0.4
2017-02-13,Flusskraft,21.9
2017-02-13,Kernkraft,41.3
2017-02-13,Photovoltaik,3.7
2017-02-13,Speicherkraft,38.9
2017-02-13,Thermische,13.4
2017-02-13,Wind,0.4
2017-02-14,Flusskraft,23.5
2017-02-14,Kernkraft,41.4
2017-02-14,Photovoltaik,3.9
2017-02-14,Speicherkraft,41.0
2017-02-14,Thermische,13.4
2017-02-14,Wind,0.3
2017-02-15,Flusskraft,23.0
2017-02-15,Kernkraft,41.3
2017-02-15,Photovoltaik,4.3
2017-02-15,Speicherkraft,34.3
2017-02-15,Thermische,13.4
2017-02-15,Wind,0.1
2017-02-16,Flusskraft,23.1
2017-02-16,Kernkraft,41.2
2017-02-16,Photovoltaik,4.2
2017-02-16,Speicherkraft,40.2
2017-02-16,Thermische,13.4
2017-02-16,Wind,0.2
2017-02-17,Flusskraft,23.8
2017-02-17,Kernkraft,42.6
2017-02-17,Photovoltaik,1.7
2017-02-17,Speicherkraft,44.3
2017-02-17,Thermische,13.4
2017-02-17,Wind,0.3
2017-02-18,Flusskraft,22.9
2017-02-18,Kernkraft,41.4
2017-02-18,Photovoltaik,4.3
2017-02-18,Speicherkraft,26.3
2017-02-18,Thermische,13.4
2017-02-18,Wind,0.2
2017-02-19,Flusskraft,21.0
2017-02-19,Kernkraft,41.4
2017-02-19,Photovoltaik,4.4
2017-02-19,Speicherkraft,18.8
2017-02-19,Thermische,13.4
2017-02-19,Wind,0.3
2017-02-20,Flusskraft,21.4
2017-02-20,Kernkraft,43.6
2017-02-20,Photovoltaik,3.6
2017-02-20,Speicherkraft,45.4
2017-02-20,Thermische,13.4
2017-02-20,Wind,0.4
2017-02-21,Flusskraft,22.0
2017-02-21,Kernkraft,63.2
2017-02-21,Photovoltaik,1.1
2017-02-21,Speicherkraft,35.2
2017-02-21,Thermische,13.4
2017-02-21,Wind,0.6
2017-02-22,Flusskraft,23.3
2017-02-22,Kernkraft,66.2
2017-02-22,Photovoltaik,3.3
2017-02-22,Speicherkraft,40.6
2017-02-22,Thermische,13.4
2017-02-22,Wind,0.7
2017-02-23,Flusskraft,24.0
2017-02-23,Kernkraft,67.9
2017-02-23,Photovoltaik,3.9
2017-02-23,Speicherkraft,44.9
2017-02-23,Thermische,13.4
2017-02-23,Wind,0.9
2017-02-24,Flusskraft,26.2
2017-02-24,Kernkraft,68.0
2017-02-24,Photovoltaik,2.6
2017-02-24,Speicherkraft,48.2
2017-02-24,Thermische,13.4
2017-02-24,Wind,0.5
2017-02-25,Flusskraft,24.3
2017-02-25,Kernkraft,68.4
2017-02-25,Photovoltaik,4.8
2017-02-25,Speicherkraft,27.2
2017-02-25,Thermische,13.4
2017-02-25,Wind,0.2
2017-02-26,Flusskraft,22.2
2017-02-26,Kernkraft,68.5
2017-02-26,Photovoltaik,3.4
2017-02-26,Speicherkraft,22.5
2017-02-26,Thermische,13.4
2017-02-26,Wind,0.3
2017-02-27,Flusskraft,22.9
2017-02-27,Kernkraft,68.3
2017-02-27,Photovoltaik,5.0
2017-02-27,Speicherkraft,42.7
2017-02-27,Thermische,13.4
2017-02-27,Wind,0.7
2017-02-28,Flusskraft,28.1
2017-02-28,Kernkraft,68.2
2017-02-28,Photovoltaik,1.8
2017-02-28,Speicherkraft,51.7
2017-02-28,Thermische,13.4
2017-02-28,Wind,0.8
2017-03-01,Flusskraft,27.6
2017-03-01,Kernkraft,69.0
2017-03-01,Photovoltaik,2.6
2017-03-01,Speicherkraft,46.8
2017-03-01,Thermische,11.9
2017-03-01,Wind,0.9
2017-03-02,Flusskraft,31.4
2017-03-02,Kernkraft,68.8
2017-03-02,Photovoltaik,3.0
2017-03-02,Speicherkraft,36.0
2017-03-02,Thermische,11.9
2017-03-02,Wind,0.6
2017-03-03,Flusskraft,28.8
2017-03-03,Kernkraft,69.1
2017-03-03,Photovoltaik,3.8
2017-03-03,Speicherkraft,36.3
2017-03-03,Thermische,11.9
2017-03-03,Wind,0.4
2017-03-04,Flusskraft,28.0
2017-03-04,Kernkraft,69.0
2017-03-04,Photovoltaik,2.8
2017-03-04,Speicherkraft,23.0
2017-03-04,Thermische,11.9
2017-03-04,Wind,0.6
2017-03-05,Flusskraft,28.3
2017-03-05,Kernkraft,69.0
2017-03-05,Photovoltaik,4.1
2017-03-05,Speicherkraft,19.7
2017-03-05,Thermische,11.9
2017-03-05,Wind,0.8
2017-03-06,Flusskraft,29.1
2017-03-06,Kernkraft,69.0
2017-03-06,Photovoltaik,2.2
2017-03-06,Speicherkraft,47.8
2017-03-06,Thermische,11.9
2017-03-06,Wind,0.6
2017-03-07,Flusskraft,32.1
2017-03-07,Kernkraft,69.0
2017-03-07,Photovoltaik,3.7
2017-03-07,Speicherkraft,56.3
2017-03-07,Thermische,11.9
2017-03-07,Wind,0.6
2017-03-08,Flusskraft,30.2
2017-03-08,Kernkraft,69.0
2017-03-08,Photovoltaik,3.1
2017-03-08,Speicherkraft,46.7
2017-03-08,Thermische,11.9
2017-03-08,Wind,0.5
2017-03-09,Flusskraft,42.9
2017-03-09,Kernkraft,68.0
2017-03-09,Photovoltaik,1.7
2017-03-09,Speicherkraft,36.0
2017-03-09,Thermische,11.9
2017-03-09,Wind,0.7
2017-03-10,Flusskraft,49.0
2017-03-10,Kernkraft,68.7
2017-03-10,Photovoltaik,5.5
2017-03-10,Speicherkraft,28.1
2017-03-10,Thermische,11.9
2017-03-10,Wind,0.4
2017-03-11,Flusskraft,39.4
2017-03-11,Kernkraft,68.8
2017-03-11,Photovoltaik,5.7
2017-03-11,Speicherkraft,23.2
2017-03-11,Thermische,11.9
2017-03-11,Wind,0.1
2017-03-12,Flusskraft,35.4
2017-03-12,Kernkraft,68.9
2017-03-12,Photovoltaik,5.2
2017-03-12,Speicherkraft,20.3
2017-03-12,Thermische,11.9
2017-03-12,Wind,0.1
2017-03-13,Flusskraft,35.8
2017-03-13,Kernkraft,68.9
2017-03-13,Photovoltaik,6.2
2017-03-13,Speicherkraft,35.1
2017-03-13,Thermische,11.9
2017-03-13,Wind,0.2
2017-03-14,Flusskraft,37.9
2017-03-14,Kernkraft,68.9
2017-03-14,Photovoltaik,5.7
2017-03-14,Speicherkraft,63.2
2017-03-14,Thermische,11.9
2017-03-14,Wind,0.3
2017-03-15,Flusskraft,35.7
2017-03-15,Kernkraft,68.9
2017-03-15,Photovoltaik,5.7
2017-03-15,Speicherkraft,45.7
2017-03-15,Thermische,11.9
2017-03-15,Wind,0.3
2017-03-16,Flusskraft,33.9
2017-03-16,Kernkraft,68.8
2017-03-16,Photovoltaik,6.6
2017-03-16,Speicherkraft,42.9
2017-03-16,Thermische,11.9
2017-03-16,Wind,0.1
2017-03-17,Flusskraft,34.9
2017-03-17,Kernkraft,68.6
2017-03-17,Photovoltaik,6.0
2017-03-17,Speicherkraft,40.9
2017-03-17,Thermische,11.9
2017-03-17,Wind,0.6
2017-03-18,Flusskraft,36.6
2017-03-18,Kernkraft,68.7
2017-03-18,Photovoltaik,1.5
2017-03-18,Speicherkraft,23.1
2017-03-18,Thermische,11.9
2017-03-18,Wind,0.9
2017-03-19,Flusskraft,40.4
2017-03-19,Kernkraft,68.7
2017-03-19,Photovoltaik,2.8
2017-03-19,Speicherkraft,19.2
2017-03-19,Thermische,11.9
2017-03-19,Wind,0.5
2017-03-20,Flusskraft,39.5
2017-03-20,Kernkraft,68.6
2017-03-20,Photovoltaik,4.2
2017-03-20,Speicherkraft,51.4
2017-03-20,Thermische,11.9
2017-03-20,Wind,0.3
2017-03-21,Flusskraft,43.0
2017-03-21,Kernkraft,68.7
2017-03-21,Photovoltaik,2.7
2017-03-21,Speicherkraft,76.9
2017-03-21,Thermische,11.9
2017-03-21,Wind,0.3
2017-03-22,Flusskraft,54.4
2017-03-22,Kernkraft,68.9
2017-03-22,Photovoltaik,2.4
2017-03-22,Speicherkraft,43.2
2017-03-22,Thermische,11.9
2017-03-22,Wind,0.2
2017-03-23,Flusskraft,58.6
2017-03-23,Kernkraft,68.7
2017-03-23,Photovoltaik,5.2
2017-03-23,Speicherkraft,44.8
2017-03-23,Thermische,11.9
2017-03-23,Wind,0.4
2017-03-24,Flusskraft,45.4
2017-03-24,Kernkraft,68.7
2017-03-24,Photovoltaik,3.3
2017-03-24,Speicherkraft,58.7
2017-03-24,Thermische,11.9
2017-03-24,Wind,0.4
2017-03-25,Flusskraft,37.7
2017-03-25,Kernkraft,68.6
2017-03-25,Photovoltaik,6.9
2017-03-25,Speicherkraft,26.6
2017-03-25,Thermische,11.9
2017-03-25,Wind,0.4
2017-03-26,Flusskraft,37.7
2017-03-26,Kernkraft,68.7
2017-03-26,Photovoltaik,3.9
2017-03-26,Speicherkraft,26.6
2017-03-26,Thermische,11.9
2017-03-26,Wind,0.2
2017-03-27,Flusskraft,38.1
2017-03-27,Kernkraft,68.8
2017-03-27,Photovoltaik,7.2
2017-03-27,Speicherkraft,48.9
2017-03-27,Thermische,11.9
2017-03-27,Wind,0.2
2017-03-28,Flusskraft,37.1
2017-03-28,Kernkraft,68.8
2017-03-28,Photovoltaik,6.8
2017-03-28,Speicherkraft,43.9
2017-03-28,Thermische,11.9
2017-03-28,Wind,0.2
2017-03-29,Flusskraft,38.0
2017-03-29,Kernkraft,68.5
2017-03-29,Photovoltaik,7.2
2017-03-29,Speicherkraft,55.7
2017-03-29,Thermische,11.9
2017-03-29,Wind,0.2
2017-03-30,Flusskraft,36.9
2017-03-30,Kernkraft,68.5
2017-03-30,Photovoltaik,6.5
2017-03-30,Speicherkraft,41.1
2017-03-30,Thermische,11.9
2017-03-30,Wind,0.2
2017-03-31,Flusskraft,35.9
2017-03-31,Kernkraft,68.4
2017-03-31,Photovoltaik,6.6
2017-03-31,Speicherkraft,38.9
2017-03-31,Thermische,11.9
2017-03-31,Wind,0.4
2017-04-01,Flusskraft,36.7
2017-04-01,Kernkraft,68.5
2017-04-01,Photovoltaik,5.1
2017-04-01,Speicherkraft,33.6
2017-04-01,Thermische,7.4
2017-04-01,Wind,0.4
2017-04-02,Flusskraft,35.4
2017-04-02,Kernkraft,68.7
2017-04-02,Photovoltaik,3.6
2017-04-02,Speicherkraft,29.9
2017-04-02,Thermische,7.4
2017-04-02,Wind,0.4
2017-04-03,Flusskraft,32.7
2017-04-03,Kernkraft,68.5
2017-04-03,Photovoltaik,6.3
2017-04-03,Speicherkraft,52.9
2017-04-03,Thermische,7.4
2017-04-03,Wind,0.5
2017-04-04,Flusskraft,32.3
2017-04-04,Kernkraft,68.6
2017-04-04,Photovoltaik,5.5
2017-04-04,Speicherkraft,44.8
2017-04-04,Thermische,7.4
2017-04-04,Wind,0.3
2017-04-05,Flusskraft,31.0
2017-04-05,Kernkraft,68.6
2017-04-05,Photovoltaik,6.0
2017-04-05,Speicherkraft,48.4
2017-04-05,Thermische,7.4
2017-04-05,Wind,0.5
2017-04-06,Flusskraft,30.1
2017-04-06,Kernkraft,68.7
2017-04-06,Photovoltaik,5.4
2017-04-06,Speicherkraft,43.7
2017-04-06,Thermische,7.4
2017-04-06,Wind,0.8
2017-04-07,Flusskraft,29.8
2017-04-07,Kernkraft,68.7
2017-04-07,Photovoltaik,8.3
2017-04-07,Speicherkraft,51.9
2017-04-07,Thermische,7.4
2017-04-07,Wind,0.4
2017-04-08,Flusskraft,30.1
2017-04-08,Kernkraft,68.7
2017-04-08,Photovoltaik,8.6
2017-04-08,Speicherkraft,30.0
2017-04-08,Thermische,7.4
2017-04-08,Wind,0.2
2017-04-09,Flusskraft,31.2
2017-04-09,Kernkraft,68.3
2017-04-09,Photovoltaik,8.1
2017-04-09,Speicherkraft,21.9
2017-04-09,Thermische,7.4
2017-04-09,Wind,0.1
2017-04-10,Flusskraft,35.2
2017-04-10,Kernkraft,68.2
2017-04-10,Photovoltaik,7.7
2017-04-10,Speicherkraft,35.7
2017-04-10,Thermische,7.4
2017-04-10,Wind,0.4
2017-04-11,Flusskraft,37.9
2017-04-11,Kernkraft,68.4
2017-04-11,Photovoltaik,4.3
2017-04-11,Speicherkraft,51.4
2017-04-11,Thermische,7.4
2017-04-11,Wind,0.5
2017-04-12,Flusskraft,36.2
2017-04-12,Kernkraft,68.5
2017-04-12,Photovoltaik,7.9
2017-04-12,Speicherkraft,48.6
2017-04-12,Thermische,7.4
2017-04-12,Wind,0.3
2017-04-13,Flusskraft,36.0
2017-04-13,Kernkraft,68.1
2017-04-13,Photovoltaik,8.1
2017-04-13,Speicherkraft,44.4
2017-04-13,Thermische,7.4
2017-04-13,Wind,0.4
2017-04-14,Flusskraft,34.6
2017-04-14,Kernkraft,68.5
2017-04-14,Photovoltaik,7.0
2017-04-14,Speicherkraft,34.0
2017-04-14,Thermische,7.4
2017-04-14,Wind,0.1
2017-04-15,Flusskraft,33.7
2017-04-15,Kernkraft,68.6
2017-04-15,Photovoltaik,4.7
2017-04-15,Speicherkraft,25.3
2017-04-15,Thermische,7.4
2017-04-15,Wind,0.3
2017-04-16,Flusskraft,33.0
2017-04-16,Kernkraft,68.6
2017-04-16,Photovoltaik,3.9
2017-04-16,Speicherkraft,24.4
2017-04-16,Thermische,7.4
2017-04-16,Wind,0.5
2017-04-17,Flusskraft,31.5
2017-04-17,Kernkraft,68.6
2017-04-17,Photovoltaik,6.1
2017-04-17,Speicherkraft,24.9
2017-04-17,Thermische,7.4
2017-04-17,Wind,0.4
2017-04-18,Flusskraft,32.5
2017-04-18,Kernkraft,68.8
2017-04-18,Photovoltaik,7.3
2017-04-18,Speicherkraft,64.9
2017-04-18,Thermische,7.4
2017-04-18,Wind,0.7
2017-04-19,Flusskraft,31.6
2017-04-19,Kernkraft,69.0
2017-04-19,Photovoltaik,7.2
2017-04-19,Speicherkraft,66.0
2017-04-19,Thermische,7.4
2017-04-19,Wind,0.8
2017-04-20,Flusskraft,31.2
2017-04-20,Kernkraft,69.0
2017-04-20,Photovoltaik,9.0
2017-04-20,Speicherkraft,63.7
2017-04-20,Thermische,7.4
2017-04-20,Wind,0.7
2017-04-21,Flusskraft,31.7
2017-04-21,Kernkraft,68.9
2017-04-21,Photovoltaik,10.2
2017-04-21,Speicherkraft,76.7
2017-04-21,Thermische,7.4
2017-04-21,Wind,0.2
2017-04-22,Flusskraft,27.9
2017-04-22,Kernkraft,68.7
2017-04-22,Photovoltaik,8.8
2017-04-22,Speicherkraft,26.0
2017-04-22,Thermische,7.4
2017-04-22,Wind,0.3
2017-04-23,Flusskraft,26.7
2017-04-23,Kernkraft,68.6
2017-04-23,Photovoltaik,7.6
2017-04-23,Speicherkraft,23.8
2017-04-23,Thermische,7.4
2017-04-23,Wind,0.5
2017-04-24,Flusskraft,29.7
2017-04-24,Kernkraft,68.6
2017-04-24,Photovoltaik,8.5
2017-04-24,Speicherkraft,41.7
2017-04-24,Thermische,7.4
2017-04-24,Wind,0.3
2017-04-25,Flusskraft,44.2
2017-04-25,Kernkraft,68.6
2017-04-25,Photovoltaik,3.4
2017-04-25,Speicherkraft,25.1
2017-04-25,Thermische,7.4
2017-04-25,Wind,0.5
2017-04-26,Flusskraft,64.2
2017-04-26,Kernkraft,68.7
2017-04-26,Photovoltaik,2.6
2017-04-26,Speicherkraft,47.3
2017-04-26,Thermische,7.4
2017-04-26,Wind,0.3
2017-04-27,Flusskraft,62.2
2017-04-27,Kernkraft,68.9
2017-04-27,Photovoltaik,3.8
2017-04-27,Speicherkraft,63.8
2017-04-27,Thermische,7.4
2017-04-27,Wind,0.3
2017-04-28,Flusskraft,52.4
2017-04-28,Kernkraft,69.0
2017-04-28,Photovoltaik,5.3
2017-04-28,Speicherkraft,55.7
2017-04-28,Thermische,7.4
2017-04-28,Wind,0.3
2017-04-29,Flusskraft,41.7
2017-04-29,Kernkraft,68.9
2017-04-29,Photovoltaik,10.4
2017-04-29,Speicherkraft,21.4
2017-04-29,Thermische,7.4
2017-04-29,Wind,0.1
2017-04-30,Flusskraft,39.4
2017-04-30,Kernkraft,68.6
2017-04-30,Photovoltaik,8.9
2017-04-30,Speicherkraft,18.3
2017-04-30,Thermische,7.4
2017-04-30,Wind,0.3
2017-05-01,Flusskraft,37.7
2017-05-01,Kernkraft,68.8
2017-05-01,Photovoltaik,3.5
2017-05-01,Speicherkraft,26.8
2017-05-01,Thermische,7.1
2017-05-01,Wind,0.6
2017-05-02,Flusskraft,39.0
2017-05-02,Kernkraft,68.7
2017-05-02,Photovoltaik,6.8
2017-05-02,Speicherkraft,79.8
2017-05-02,Thermische,7.1
2017-05-02,Wind,0.2
2017-05-03,Flusskraft,38.4
2017-05-03,Kernkraft,68.6
2017-05-03,Photovoltaik,6.1
2017-05-03,Speicherkraft,58.7
2017-05-03,Thermische,7.1
2017-05-03,Wind,0.2
2017-05-04,Flusskraft,37.0
2017-05-04,Kernkraft,68.6
2017-05-04,Photovoltaik,5.3
2017-05-04,Speicherkraft,46.7
2017-05-04,Thermische,7.1
2017-05-04,Wind,0.1
2017-05-05,Flusskraft,35.8
2017-05-05,Kernkraft,68.4
2017-05-05,Photovoltaik,9.9
2017-05-05,Speicherkraft,37.5
2017-05-05,Thermische,7.1
2017-05-05,Wind,0.2
2017-05-06,Flusskraft,38.8
2017-05-06,Kernkraft,68.4
2017-05-06,Photovoltaik,3.6
2017-05-06,Speicherkraft,22.0
2017-05-06,Thermische,7.1
2017-05-06,Wind,0.5
2017-05-07,Flusskraft,47.0
2017-05-07,Kernkraft,68.3
2017-05-07,Photovoltaik,3.0
2017-05-07,Speicherkraft,19.6
2017-05-07,Thermische,7.1
2017-05-07,Wind,0.7
2017-05-08,Flusskraft,49.5
2017-05-08,Kernkraft,68.3
2017-05-08,Photovoltaik,4.8
2017-05-08,Speicherkraft,28.2
2017-05-08,Thermische,7.1
2017-05-08,Wind,0.4
2017-05-09,Flusskraft,45.0
2017-05-09,Kernkraft,68.7
2017-05-09,Photovoltaik,6.9
2017-05-09,Speicherkraft,47.1
2017-05-09,Thermische,7.1
2017-05-09,Wind,0.5
2017-05-10,Flusskraft,43.5
2017-05-10,Kernkraft,68.4
2017-05-10,Photovoltaik,9.2
2017-05-10,Speicherkraft,42.8
2017-05-10,Thermische,7.1
2017-05-10,Wind,0.2
2017-05-11,Flusskraft,54.3
2017-05-11,Kernkraft,67.3
2017-05-11,Photovoltaik,4.6
2017-05-11,Speicherkraft,32.0
2017-05-11,Thermische,7.1
2017-05-11,Wind,0.4
2017-05-12,Flusskraft,58.6
2017-05-12,Kernkraft,68.1
2017-05-12,Photovoltaik,5.8
2017-05-12,Speicherkraft,40.0
2017-05-12,Thermische,7.1
2017-05-12,Wind,0.3
2017-05-13,Flusskraft,53.9
2017-05-13,Kernkraft,68.1
2017-05-13,Photovoltaik,7.8
2017-05-13,Speicherkraft,21.9
2017-05-13,Thermische,7.1
2017-05-13,Wind,0.2
2017-05-14,Flusskraft,55.0
2017-05-14,Kernkraft,68.2
2017-05-14,Photovoltaik,6.9
2017-05-14,Speicherkraft,23.7
2017-05-14,Thermische,7.1
2017-05-14,Wind,0.1
2017-05-15,Flusskraft,54.2
2017-05-15,Kernkraft,67.9
2017-05-15,Photovoltaik,8.6
2017-05-15,Speicherkraft,47.2
2017-05-15,Thermische,7.1
2017-05-15,Wind,0.2
2017-05-16,Flusskraft,54.4
2017-05-16,Kernkraft,67.9
2017-05-16,Photovoltaik,9.4
2017-05-16,Speicherkraft,51.9
2017-05-16,Thermische,7.1
2017-05-16,Wind,0.2
2017-05-17,Flusskraft,57.8
2017-05-17,Kernkraft,67.6
2017-05-17,Photovoltaik,9.1
2017-05-17,Speicherkraft,60.0
2017-05-17,Thermische,7.1
2017-05-17,Wind,0.2
2017-05-18,Flusskraft,65.6
2017-05-18,Kernkraft,67.7
2017-05-18,Photovoltaik,4.6
2017-05-18,Speicherkraft,65.1
2017-05-18,Thermische,7.1
2017-05-18,Wind,0.4
2017-05-19,Flusskraft,83.1
2017-05-19,Kernkraft,68.2
2017-05-19,Photovoltaik,2.1
2017-05-19,Speicherkraft,45.7
2017-05-19,Thermische,7.1
2017-05-19,Wind,0.5
2017-05-20,Flusskraft,71.9
2017-05-20,Kernkraft,66.9
2017-05-20,Photovoltaik,6.5
2017-05-20,Speicherkraft,37.4
2017-05-20,Thermische,7.1
2017-05-20,Wind,0.2
2017-05-21,Flusskraft,56.7
2017-05-21,Kernkraft,67.9
2017-05-21,Photovoltaik,8.9
2017-05-21,Speicherkraft,35.8
2017-05-21,Thermische,7.1
2017-05-21,Wind,0.4
2017-05-22,Flusskraft,54.4
2017-05-22,Kernkraft,67.8
2017-05-22,Photovoltaik,9.4
2017-05-22,Speicherkraft,69.0
2017-05-22,Thermische,7.1
2017-05-22,Wind,0.1
2017-05-23,Flusskraft,58.3
2017-05-23,Kernkraft,67.6
2017-05-23,Photovoltaik,8.0
2017-05-23,Speicherkraft,61.1
2017-05-23,Thermische,7.1
2017-05-23,Wind,0.3
2017-05-24,Flusskraft,59.4
2017-05-24,Kernkraft,67.6
2017-05-24,Photovoltaik,7.8
2017-05-24,Speicherkraft,67.9
2017-05-24,Thermische,7.1
2017-05-24,Wind,0.5
2017-05-25,Flusskraft,60.9
2017-05-25,Kernkraft,67.6
2017-05-25,Photovoltaik,9.5
2017-05-25,Speicherkraft,36.6
2017-05-25,Thermische,7.1
2017-05-25,Wind,0.7
2017-05-26,Flusskraft,61.8
2017-05-26,Kernkraft,67.5
2017-05-26,Photovoltaik,10.3
2017-05-26,Speicherkraft,58.4
2017-05-26,Thermische,7.1
2017-05-26,Wind,0.2
2017-05-27,Flusskraft,64.7
2017-05-27,Kernkraft,66.9
2017-05-27,Photovoltaik,9.1
2017-05-27,Speicherkraft,45.4
2017-05-27,Thermische,7.1
2017-05-27,Wind,0.1
2017-05-28,Flusskraft,68.8
2017-05-28,Kernkraft,66.4
2017-05-28,Photovoltaik,8.6
2017-05-28,Speicherkraft,43.1
2017-05-28,Thermische,7.1
2017-05-28,Wind,0.1
2017-05-29,Flusskraft,78.8
2017-05-29,Kernkraft,66.3
2017-05-29,Photovoltaik,8.4
2017-05-29,Speicherkraft,93.3
2017-05-29,Thermische,7.1
2017-05-29,Wind,0.2
2017-05-30,Flusskraft,80.1
2017-05-30,Kernkraft,66.2
2017-05-30,Photovoltaik,7.5
2017-05-30,Speicherkraft,87.5
2017-05-30,Thermische,7.1
2017-05-30,Wind,0.2
2017-05-31,Flusskraft,76.5
2017-05-31,Kernkraft,66.2
2017-05-31,Photovoltaik,7.2
2017-05-31,Speicherkraft,71.9
2017-05-31,Thermische,7.1
2017-05-31,Wind,0.2
2017-06-01,Flusskraft,74.6
2017-06-01,Kernkraft,66.3
2017-06-01,Photovoltaik,6.3
